Provincia,Alianza,Año elección,Cargo,Subcategoria Cargo,Posicion,Apellido,Nombres,Género
Mendoza,Cambia Mendoza - Distrito Mendoza,2021,Diputados Nacionales,Titulares,5,Zamarbide,Federico Raul,M
Mendoza,Cambia Mendoza - Distrito Mendoza,2021,Diputados Nacionales,Suplentes,1,Cabrera Horn,Emilia,F
Mendoza,Cambia Mendoza - Distrito Mendoza,2021,Diputados Nacionales,Suplentes,2,Saez,Aldo Sebastian,M
Mendoza,Cambia Mendoza - Distrito Mendoza,2021,Diputados Nacionales,Suplentes,3,Rodriguez,Estefania,F
Mendoza,Cambia Mendoza - Distrito Mendoza,2021,Senadores Nacionales,Titulares,1,Cornejo,Alfredo Victor,M
Mendoza,Cambia Mendoza - Distrito Mendoza,2021,Senadores Nacionales,Titulares,2,Juri,Mariana,F
Mendoza,Cambia Mendoza - Distrito Mendoza,2021,Senadores Nacionales,Suplentes,1,Suarez,Rodolfo Alejandro,M
Mendoza,Cambia Mendoza - Distrito Mendoza,2021,Senadores Nacionales,Suplentes,2,Lopez,Ida Magdalena,F
Mendoza,Compromiso Federal - Distrito Mendoza,2021,Diputados Nacionales,Titulares,1,Manoni,Flavia Maria,F
Mendoza,Compromiso Federal - Distrito Mendoza,2021,Diputados Nacionales,Titulares,2,Espeche,Vicente Javier,M
Mendoza,Compromiso Federal - Distrito Mendoza,2021,Diputados Nacionales,Titulares,3,Raimo Sierralta,Claudia Genoveva,F
Mendoza,Compromiso Federal - Distrito Mendoza,2021,Diputados Nacionales,Titulares,4,Marquesini,Facundo Pedro,M
Mendoza,Compromiso Federal - Distrito Mendoza,2021,Diputados Nacionales,Titulares,5,Baldo,Viviana Lourdes,F
Mendoza,Compromiso Federal - Distrito Mendoza,2021,Diputados Nacionales,Suplentes,1,Quaglia,Pablo Javier,M
Mendoza,Compromiso Federal - Distrito Mendoza,2021,Diputados Nacionales,Suplentes,2,Perez,Andrea Carolina,F
Mendoza,Compromiso Federal - Distrito Mendoza,2021,Diputados Nacionales,Suplentes,3,Vera Vazquez,Manuel Gonzalo,M
Mendoza,Compromiso Federal - Distrito Mendoza,2021,Senadores Nacionales,Titulares,1,Pujol,Jorge David Jose,M
Mendoza,Compromiso Federal - Distrito Mendoza,2021,Senadores Nacionales,Titulares,2,Bonadeo,Adriana Emilce,F
Mendoza,Compromiso Federal - Distrito Mendoza,2021,Senadores Nacionales,Suplentes,1,Valente,Sergio Nicolas,M
Mendoza,Compromiso Federal - Distrito Mendoza,2021,Senadores Nacionales,Suplentes,2,Chatard,Carina Soledad,F
Mendoza,Frente De Izquierda Y De Trabajadores - Unidad - Distrito Mendoza,2021,Diputados Nacionales,Titulares,1,Barbeito,Noelia Jael,F
Mendoza,Frente De Izquierda Y De Trabajadores - Unidad - Distrito Mendoza,2021,Diputados Nacionales,Titulares,2,Da Vila,Victor Hugo,M
Mendoza,Frente De Izquierda Y De Trabajadores - Unidad - Distrito Mendoza,2021,Diputados Nacionales,Titulares,3,Uceda,Julieta,F
Mendoza,Frente De Izquierda Y De Trabajadores - Unidad - Distrito Mendoza,2021,Diputados Nacionales,Titulares,4,Lecea,Paúl Bernabé,M
Mendoza,Frente De Izquierda Y De Trabajadores - Unidad - Distrito Mendoza,2021,Diputados Nacionales,Titulares,5,Faierman,Paula,F
Mendoza,Frente De Izquierda Y De Trabajadores - Unidad - Distrito Mendoza,2021,Diputados Nacionales,Suplentes,1,Fernandez,Nicolas Fabian,M
Mendoza,Frente De Izquierda Y De Trabajadores - Unidad - Distrito Mendoza,2021,Diputados Nacionales,Suplentes,2,Pescarmona,Virginia,F
Mendoza,Frente De Izquierda Y De Trabajadores - Unidad - Distrito Mendoza,2021,Diputados Nacionales,Suplentes,3,Cortez,Pablo Nicolas,M
Mendoza,Frente De Izquierda Y De Trabajadores - Unidad - Distrito Mendoza,2021,Senadores Nacionales,Titulares,1,Jimenez Bruccoleri,Lautaro,M
Mendoza,Frente De Izquierda Y De Trabajadores - Unidad - Distrito Mendoza,2021,Senadores Nacionales,Titulares,2,Blas,Raquel Maria,F
Mendoza,Frente De Izquierda Y De Trabajadores - Unidad - Distrito Mendoza,2021,Senadores Nacionales,Suplentes,1,Gonzalez,Raul Alejandro Pedro,M
Mendoza,Frente De Izquierda Y De Trabajadores - Unidad - Distrito Mendoza,2021,Senadores Nacionales,Suplentes,2,Torres,Veronica Haydee,F
Mendoza,Frente De Todos - Distrito Mendoza,2021,Diputados Nacionales,Titulares,1,Bermejo,Rolando Adolfo,M
Mendoza,Frente De Todos - Distrito Mendoza,2021,Diputados Nacionales,Titulares,2,Paponet,Maria Liliana,F
Mendoza,Frente De Todos - Distrito Mendoza,2021,Diputados Nacionales,Titulares,3,Righi,Roberto Victorio,M
Mendoza,Frente De Todos - Distrito Mendoza,2021,Diputados Nacionales,Titulares,4,Barrionuevo,Alicia Cristina,F
Mendoza,Frente De Todos - Distrito Mendoza,2021,Diputados Nacionales,Titulares,5,Navarro Sanz,Gonzalo Gabriel,M
Mendoza,Frente De Todos - Distrito Mendoza,2021,Diputados Nacionales,Suplentes,1,Haudet,Andrea Sofia,F
Mendoza,Frente De Todos - Distrito Mendoza,2021,Diputados Nacionales,Suplentes,2,Guillen,Nicolas,M
Mendoza,Frente De Todos - Distrito Mendoza,2021,Diputados Nacionales,Suplentes,3,Herrera,Consuelo Marianela,F
Mendoza,Frente De Todos - Distrito Mendoza,2021,Senadores Nacionales,Titulares,1,Fernandez Sagasti,Anabel,F
Mendoza,Frente De Todos - Distrito Mendoza,2021,Senadores Nacionales,Titulares,2,Aveiro,Martin Guillermo,M
Mendoza,Frente De Todos - Distrito Mendoza,2021,Senadores Nacionales,Suplentes,1,Femenia,Marina Mercedes,F
Mendoza,Frente De Todos - Distrito Mendoza,2021,Senadores Nacionales,Suplentes,2,Gimenez,Jorge Omar,M
Mendoza,Partido Federal - Distrito Mendoza,2021,Diputados Nacionales,Titulares,1,Iannizzotto,Carlos Alberto,M
Mendoza,Partido Federal - Distrito Mendoza,2021,Diputados Nacionales,Titulares,2,Farfan Bertran,Maria Laura,F
Mendoza,Partido Federal - Distrito Mendoza,2021,Diputados Nacionales,Titulares,3,Martini,Sergio Edgardo,M
Mendoza,Partido Federal - Distrito Mendoza,2021,Diputados Nacionales,Titulares,4,Martinez,Patricia Raquel,F
Mendoza,Partido Federal - Distrito Mendoza,2021,Diputados Nacionales,Titulares,5,Comadran,Jaime Luis,M
Mendoza,Partido Federal - Distrito Mendoza,2021,Diputados Nacionales,Suplentes,1,Soria,Evelyn Vanina,F
Mendoza,Partido Federal - Distrito Mendoza,2021,Diputados Nacionales,Suplentes,2,Vicchi,Jorge Agustín José,M
Mendoza,Partido Federal - Distrito Mendoza,2021,Diputados Nacionales,Suplentes,3,Lange,Maria Esther,F
Mendoza,Partido Federal - Distrito Mendoza,2021,Senadores Nacionales,Titulares,1,Majstruk,Gustavo Ramon,M
Mendoza,Partido Federal - Distrito Mendoza,2021,Senadores Nacionales,Titulares,2,Alvarez,Myriam Noemi Josefina,F
Mendoza,Partido Federal - Distrito Mendoza,2021,Senadores Nacionales,Suplentes,1,Giunta,Pedro Jose,M
Mendoza,Partido Federal - Distrito Mendoza,2021,Senadores Nacionales,Suplentes,2,Leon,Maria Victoria,F
Mendoza,Partido Verde - Distrito Mendoza,2021,Diputados Nacionales,Titulares,1,Vadillo,Mario Nicolas,M
Mendoza,Partido Verde - Distrito Mendoza,2021,Diputados Nacionales,Titulares,2,Matas Pijuan,Berta Susana,F
Mendoza,Partido Verde - Distrito Mendoza,2021,Diputados Nacionales,Titulares,3,Talquenca Montaña,Marcelo Javier,M
Mendoza,Partido Verde - Distrito Mendoza,2021,Diputados Nacionales,Titulares,4,Ibañez,Graciela Mercedes,F
Mendoza,Partido Verde - Distrito Mendoza,2021,Diputados Nacionales,Titulares,5,Flores,Diego Martin,M
Mendoza,Partido Verde - Distrito Mendoza,2021,Diputados Nacionales,Suplentes,1,Ponce,Adriana Ester,F
Mendoza,Partido Verde - Distrito Mendoza,2021,Diputados Nacionales,Suplentes,2,Orefice,Mauricio Jesus,M
Mendoza,Partido Verde - Distrito Mendoza,2021,Senadores Nacionales,Titulares,1,Romano,Marcelo Martin,M
Mendoza,Partido Verde - Distrito Mendoza,2021,Senadores Nacionales,Titulares,2,Vercelli,Elsa Maria Ivana,F
Mendoza,Partido Verde - Distrito Mendoza,2021,Senadores Nacionales,Suplentes,1,Milia,Gustavo Roman,M
Mendoza,Partido Verde - Distrito Mendoza,2021,Senadores Nacionales,Suplentes,2,Pascale,Maria Angela,F
Mendoza,Vamos! Mendocinos - Distrito Mendoza,2021,Diputados Nacionales,Titulares,1,Gutierrez,Gustavo Eduardo,M
Mendoza,Vamos! Mendocinos - Distrito Mendoza,2021,Diputados Nacionales,Titulares,2,Torrez,Cecilia,F
Mendoza,Vamos! Mendocinos - Distrito Mendoza,2021,Diputados Nacionales,Titulares,3,Pescarmona,Gaston Federico,M
Mendoza,Vamos! Mendocinos - Distrito Mendoza,2021,Diputados Nacionales,Titulares,4,Manriquez Gelardi,Maria Eugenia,F
Mendoza,Vamos! Mendocinos - Distrito Mendoza,2021,Diputados Nacionales,Titulares,5,Budini,Edgardo Angel,M
Mendoza,Vamos! Mendocinos - Distrito Mendoza,2021,Diputados Nacionales,Suplentes,1,Copello,Maria Jose,F
Mendoza,Vamos! Mendocinos - Distrito Mendoza,2021,Diputados Nacionales,Suplentes,2,Grimalt,Luciano Orlando,M
Mendoza,Vamos! Mendocinos - Distrito Mendoza,2021,Diputados Nacionales,Suplentes,3,Escudero,Eliana Raquel,F
Mendoza,Vamos! Mendocinos - Distrito Mendoza,2021,Senadores Nacionales,Titulares,1,Llano,Maria Mercedes,F
Mendoza,Vamos! Mendocinos - Distrito Mendoza,2021,Senadores Nacionales,Titulares,2,Garcia Espetxe,Pedro Alberto,M
Mendoza,Vamos! Mendocinos - Distrito Mendoza,2021,Senadores Nacionales,Suplentes,1,Groisman,Alicia Susana,F
Mendoza,Vamos! Mendocinos - Distrito Mendoza,2021,Senadores Nacionales,Suplentes,2,Balter Day,Federico,M
Misiones,Del Obrero,2021,Diputados Nacionales,Titulares,1,Cantero,Eduardo Demetrio,M
Misiones,Del Obrero,2021,Diputados Nacionales,Titulares,2,Villanueva,Lorenza Virginia,F
Misiones,Del Obrero,2021,Diputados Nacionales,Titulares,3,Zeretzki,Anibal Ruben,M
Misiones,Del Obrero,2021,Diputados Nacionales,Suplentes,1,Lopez Gimenez,Gabriela,F
Misiones,Del Obrero,2021,Diputados Nacionales,Suplentes,2,De Lima,Ladislao,M
Misiones,Del Obrero,2021,Diputados Nacionales,Suplentes,3,Rodriguez,Rocio Belen,F
Misiones,Frente De Todos,2021,Diputados Nacionales,Titulares,1,Lenguaza,Pablo Isaac,M
Misiones,Frente De Todos,2021,Diputados Nacionales,Titulares,2,De Melo,Graciela Beatriz,F
Misiones,Frente De Todos,2021,Diputados Nacionales,Titulares,3,Gortari,Javier,M
Misiones,Frente De Todos,2021,Diputados Nacionales,Suplentes,1,Gomez,Martha Liliana,F
Misiones,Frente De Todos,2021,Diputados Nacionales,Suplentes,2,Acosta,Humberto Nicolas,M
Misiones,Frente De Todos,2021,Diputados Nacionales,Suplentes,3,Gomez,Paola Soledad,F
Misiones,Frente Juntos Por El Cambio,2021,Diputados Nacionales,Titulares,1,Arjol,Martin Alfredo,M
Misiones,Frente Juntos Por El Cambio,2021,Diputados Nacionales,Titulares,2,Klipauka Lewtak,Florencia Naiara,F
Misiones,Frente Juntos Por El Cambio,2021,Diputados Nacionales,Titulares,3,Klingbeil,Cristian Ezequiel,M
Misiones,Frente Juntos Por El Cambio,2021,Diputados Nacionales,Suplentes,1,Husulak,Antonia Irene,F
Misiones,Frente Juntos Por El Cambio,2021,Diputados Nacionales,Suplentes,2,Gonzalez,Jonas Diego,M
Misiones,Frente Juntos Por El Cambio,2021,Diputados Nacionales,Suplentes,3,Vera,Gabriela Alejandra,F
Misiones,Frente Renovador De La Concordia Social,2021,Diputados Nacionales,Titulares,1,Fernandez,Carlos Alberto,M
Misiones,Frente Renovador De La Concordia Social,2021,Diputados Nacionales,Titulares,2,Gauto,Claudia Noemi,F
Misiones,Frente Renovador De La Concordia Social,2021,Diputados Nacionales,Titulares,3,Meza,Fernando Anibal,M
Misiones,Frente Renovador De La Concordia Social,2021,Diputados Nacionales,Suplentes,1,Rodriguez,Natalia Raquel,F
Misiones,Frente Renovador De La Concordia Social,2021,Diputados Nacionales,Suplentes,2,Strasser,Marcelo Ricardo,M
Misiones,Frente Renovador De La Concordia Social,2021,Diputados Nacionales,Suplentes,3,Mendez Ason,Maria Del Carmen,F
Misiones,Libertad Valores Y Cambio,2021,Diputados Nacionales,Titulares,1,Alvarenga,Ninfa Zunilda,F
Misiones,Libertad Valores Y Cambio,2021,Diputados Nacionales,Titulares,2,Czerevin,Mauricio Rolando,M
Misiones,Libertad Valores Y Cambio,2021,Diputados Nacionales,Titulares,3,Mandagaran,Antonia,F
Misiones,Libertad Valores Y Cambio,2021,Diputados Nacionales,Suplentes,1,Stockmayer,Claudio,M
Misiones,Libertad Valores Y Cambio,2021,Diputados Nacionales,Suplentes,2,Fischer,Sirley Viviana,F
Misiones,Libertad Valores Y Cambio,2021,Diputados Nacionales,Suplentes,3,Fischer,Nicolas Mikail,M
Misiones,Union Popular,2017,Senadores Nacionales,Titulares,1,Sanchez,Marcelo,M
Misiones,Union Popular,2017,Senadores Nacionales,Titulares,2,Cabral,Graciela,F
Misiones,Union Popular,2017,Senadores Nacionales,Suplentes,1,Gutierrez,Blanca,F
Misiones,Union Popular,2017,Senadores Nacionales,Suplentes,2,Lorenzo,Oscar,M
Misiones,Del Obrero,2017,Senadores Nacionales,Titulares,1,Zeretski,Anibal,M
Misiones,Del Obrero,2017,Senadores Nacionales,Titulares,2,Romero,Ramona,F
Misiones,Del Obrero,2017,Senadores Nacionales,Suplentes,1,Martens,Mirna,F
Misiones,Del Obrero,2017,Senadores Nacionales,Suplentes,2,Ramsich,Guillermo,M
Misiones,Instrumento Electoral Por La Unidad Popular,2017,Senadores Nacionales,Titulares,1,Gurina,Olga,F
Misiones,Instrumento Electoral Por La Unidad Popular,2017,Senadores Nacionales,Titulares,2,De Melo,Graciela,F
Misiones,Instrumento Electoral Por La Unidad Popular,2017,Senadores Nacionales,Suplentes,1,Rosenfeld,Victor,M
Misiones,Instrumento Electoral Por La Unidad Popular,2017,Senadores Nacionales,Suplentes,2,Ilchuk,Sergio,M
Misiones,Nuevo Octubre,2017,Senadores Nacionales,Titulares,1,Lopez Sartori,Facundo,M
Misiones,Nuevo Octubre,2017,Senadores Nacionales,Titulares,2,Ayala,Maria Pamela,F
Misiones,Nuevo Octubre,2017,Senadores Nacionales,Suplentes,1,Rylchuk,Gloria,F
Misiones,Nuevo Octubre,2017,Senadores Nacionales,Suplentes,2,Morgenstern,Nicolas,M
Misiones,Agrario Y Social,2017,Senadores Nacionales,Titulares,1,Barbaro,Hector Orlando,M
Misiones,Agrario Y Social,2017,Senadores Nacionales,Titulares,2,Torres,Maria Itumelia,F
Misiones,Agrario Y Social,2017,Senadores Nacionales,Suplentes,1,Frayd,Alonso Alfredo,M
Misiones,Agrario Y Social,2017,Senadores Nacionales,Suplentes,2,Ebenau,Laura,F
Misiones,Frente Cambiemos,2017,Senadores Nacionales,Titulares,1,Schiavoni,Humberto,M
Misiones,Frente Cambiemos,2017,Senadores Nacionales,Titulares,2,Cardozo,Cynthia,F
Misiones,Frente Cambiemos,2017,Senadores Nacionales,Suplentes,1,Goerling,Enrique Martin,M
Misiones,Frente Cambiemos,2017,Senadores Nacionales,Suplentes,2,Allende,Maria Cristina ,F
Misiones,Frente Renovador De La Concordia,2017,Senadores Nacionales,Titulares,1,Closs,Maurice,M
Misiones,Frente Renovador De La Concordia,2017,Senadores Nacionales,Titulares,2,Solari Quintana,Magdanela,F
Misiones,Frente Renovador De La Concordia,2017,Senadores Nacionales,Suplentes,1,Marchesini,Lilia,F
Misiones,Frente Renovador De La Concordia,2017,Senadores Nacionales,Suplentes,2,Chas,Roberto,M
Misiones,Frente Avancemos,2017,Senadores Nacionales,Titulares,1,Velazquez,Adolfo,M
Misiones,Frente Avancemos,2017,Senadores Nacionales,Titulares,2,Silva Lopez,Lilia Angelica,F
Misiones,Frente Avancemos,2017,Senadores Nacionales,Suplentes,1,Boni,Dante,M
Misiones,Frente Avancemos,2017,Senadores Nacionales,Suplentes,2,Ramos,Martina ,F
Neuquén,Cambia Neuquén,2021,Diputados Nacionales,Titulares,1,Cervi,Mario Pablo,M
Neuquén,Cambia Neuquén,2021,Diputados Nacionales,Titulares,2,Quiroga,Maria Ayelen,F
Neuquén,Cambia Neuquén,2021,Diputados Nacionales,Titulares,3,Montero,Nicolas Mariano,M
Neuquén,Cambia Neuquén,2021,Diputados Nacionales,Suplentes,1,Lichter,Veronica Maria Del Rosario,F
Neuquén,Cambia Neuquén,2021,Diputados Nacionales,Suplentes,2,Bosch,Esteban Maria,M
Neuquén,Cambia Neuquén,2021,Diputados Nacionales,Suplentes,3,Paredes Lagos,Maria Jesus,F
Neuquén,Coalicion Civica - Ari,2021,Diputados Nacionales,Titulares,1,Eguia,Carlos Alberto,M
Neuquén,Coalicion Civica - Ari,2021,Diputados Nacionales,Titulares,2,Uleri,Catalina  Angela,F
Neuquén,Coalicion Civica - Ari,2021,Diputados Nacionales,Titulares,3,Castillo,Daniel Emir,M
Neuquén,Coalicion Civica - Ari,2021,Diputados Nacionales,Suplentes,1,Almeira,Maria Elvira,F
Neuquén,Coalicion Civica - Ari,2021,Diputados Nacionales,Suplentes,2,Medoro,Nicolas,M
Neuquén,Coalicion Civica - Ari,2021,Diputados Nacionales,Suplentes,3,Vidal,Lilia Estrella,F
Neuquén,Frente De Izquierda Y De Trabajadores - Unidad,2021,Diputados Nacionales,Titulares,1,Godoy,Raul,M
Neuquén,Frente De Izquierda Y De Trabajadores - Unidad,2021,Diputados Nacionales,Titulares,2,Jure,Patricia Noemi,F
Neuquén,Frente De Izquierda Y De Trabajadores - Unidad,2021,Diputados Nacionales,Titulares,3,Rivero,Gaston Nicolas,M
Neuquén,Frente De Izquierda Y De Trabajadores - Unidad,2021,Diputados Nacionales,Suplentes,1,Otton Araneda,Priscila Esther,F
Neuquén,Frente De Izquierda Y De Trabajadores - Unidad,2021,Diputados Nacionales,Suplentes,2,Meliqueo,Gustavo Cristian,M
Neuquén,Frente De Izquierda Y De Trabajadores - Unidad,2021,Diputados Nacionales,Suplentes,3,Catilao,Marina Beatriz,F
Neuquén,Frente De Todos,2021,Diputados Nacionales,Titulares,1,Bertoldi,Tanya Yanet,F
Neuquén,Frente De Todos,2021,Diputados Nacionales,Titulares,2,Vivero,Carlos Alberto,M
Neuquén,Frente De Todos,2021,Diputados Nacionales,Titulares,3,Miras Trabalon Diaz,Maria Asuncion De La Esperanza,F
Neuquén,Frente De Todos,2021,Diputados Nacionales,Suplentes,1,Todero,Pablo Alejandro,M
Neuquén,Frente De Todos,2021,Diputados Nacionales,Suplentes,2,Rioseco,Teresa,F
Neuquén,Frente De Todos,2021,Diputados Nacionales,Suplentes,3,Ungar,Nestor Fabian,M
Neuquén,Movimiento Libres Del Sur,2021,Diputados Nacionales,Titulares,1,Escobar,Jesus Arnaldo,M
Neuquén,Movimiento Libres Del Sur,2021,Diputados Nacionales,Titulares,2,Amstein,Valeria Laura,F
Neuquén,Movimiento Libres Del Sur,2021,Diputados Nacionales,Titulares,3,Erdozain Gomez,Walter Mario,M
Neuquén,Movimiento Libres Del Sur,2021,Diputados Nacionales,Suplentes,1,Aroca,Ailin Alesandra,F
Neuquén,Movimiento Libres Del Sur,2021,Diputados Nacionales,Suplentes,2,Hoingo,Miguel Octavio,M
Neuquén,Movimiento Libres Del Sur,2021,Diputados Nacionales,Suplentes,3,Riquelme,Claudia Mabel,F
Neuquén,Movimiento Popular Neuquino,2021,Diputados Nacionales,Titulares,1,Figueroa,Rolando Ceferino,M
Neuquén,Movimiento Popular Neuquino,2021,Diputados Nacionales,Titulares,2,Ortiz Luna,Luciana Laura,F
Neuquén,Movimiento Popular Neuquino,2021,Diputados Nacionales,Titulares,3,Llancafilo Lopez,Rodrigo Osvaldo,M
Neuquén,Movimiento Popular Neuquino,2021,Diputados Nacionales,Suplentes,1,Guanque,Monica Aida,F
Neuquén,Movimiento Popular Neuquino,2021,Diputados Nacionales,Suplentes,2,Traballoni,Alan Emmanuel,M
Neuquén,Movimiento Popular Neuquino,2021,Diputados Nacionales,Suplentes,3,Ferraresso,Maria Eugenia,F
Neuquén,Partido Socialista,2021,Diputados Nacionales,Titulares,1,Ferrero,Sandra Del Carmen,F
Neuquén,Partido Socialista,2021,Diputados Nacionales,Titulares,2,Sanchez,Luis Virgilio,M
Neuquén,Partido Socialista,2021,Diputados Nacionales,Titulares,3,Cofre,Rosa Eliana,F
Neuquén,Partido Socialista,2021,Diputados Nacionales,Suplentes,1,Puel,Raúl Alberto,M
Neuquén,Partido Socialista,2021,Diputados Nacionales,Suplentes,2,Jara,Marcela Natali,F
Neuquén,Partido Socialista,2021,Diputados Nacionales,Suplentes,3,Muñoz,Serafin Ceferino,M
Neuquén,Consenso Federal,2019,Senadores Nacionales,Suplentes,1,Silva,Sergio Daniel,M
Neuquén,Consenso Federal,2019,Senadores Nacionales,Suplentes,2,Peralta,Gabriela De Las Mercedes,F
Neuquén,Consenso Federal,2019,Senadores Nacionales,Titulares,1,Romero,Gabriel Luis,M
Neuquén,Consenso Federal,2019,Senadores Nacionales,Titulares,2,Buchiniz Zaniuk,Brenda Natalia,F
Neuquén,Frente De Izquierda Y De Trabajadores - Unidad,2019,Senadores Nacionales,Suplentes,1,Folmer,Daniel Alfredo,M
Neuquén,Frente De Izquierda Y De Trabajadores - Unidad,2019,Senadores Nacionales,Suplentes,2,Muñoz Sad,Mariela Yazmin,F
Neuquén,Frente De Izquierda Y De Trabajadores - Unidad,2019,Senadores Nacionales,Titulares,1,Calducci,Norberto Eduardo,M
Neuquén,Frente De Izquierda Y De Trabajadores - Unidad,2019,Senadores Nacionales,Titulares,2,Meade,Walkyria Lorena,F
Neuquén,Frente De Todos,2019,Senadores Nacionales,Suplentes,1,Rioseco,Ramon Solano,M
Neuquén,Frente De Todos,2019,Senadores Nacionales,Suplentes,2,Martinez,Maria Soledad,F
Neuquén,Frente De Todos,2019,Senadores Nacionales,Titulares,1,Parrilli,Oscar Isidro Jose,M
Neuquén,Frente De Todos,2019,Senadores Nacionales,Titulares,2,Sapag,Silvia Estela,F
Neuquén,Juntos Por El Cambio,2019,Senadores Nacionales,Suplentes,1,Cervi,Mario Pablo,M
Neuquén,Juntos Por El Cambio,2019,Senadores Nacionales,Suplentes,2,Fernandez,Ayelen,F
Neuquén,Juntos Por El Cambio,2019,Senadores Nacionales,Titulares,1,Quiroga,Horacio Rodolfo,M
Neuquén,Juntos Por El Cambio,2019,Senadores Nacionales,Titulares,2,Crexell,Carmen Lucila,F
Neuquén,Movimiento Popular Neuquino,2019,Senadores Nacionales,Suplentes,1,Lara,Jorge Antonio,M
Neuquén,Movimiento Popular Neuquino,2019,Senadores Nacionales,Suplentes,2,Espinosa,Maria Angelica,F
Neuquén,Movimiento Popular Neuquino,2019,Senadores Nacionales,Titulares,1,Pereyra,Guillermo Juan,M
Neuquén,Movimiento Popular Neuquino,2019,Senadores Nacionales,Titulares,2,Focarazzo,Marisa Marvel,F
Río Negro,Frente De Izquierda Y De Trabajadores - Unidad,2021,Diputados Nacionales,Titulares,1,Gonzalez Dardik,Norma Alicia,F
Río Negro,Frente De Izquierda Y De Trabajadores - Unidad,2021,Diputados Nacionales,Titulares,2,Paulic,Jorge David,M
Río Negro,Frente De Izquierda Y De Trabajadores - Unidad,2021,Diputados Nacionales,Suplentes,1,Santillan,Laura Romina,F
Río Negro,Frente De Izquierda Y De Trabajadores - Unidad,2021,Diputados Nacionales,Suplentes,2,Silvestre,Cristian Roberto,M
Río Negro,Frente De Todos,2021,Diputados Nacionales,Titulares,1,Marks,Ana Ines,F
Río Negro,Frente De Todos,2021,Diputados Nacionales,Titulares,2,Berros,Jose Luis,M
Río Negro,Frente De Todos,2021,Diputados Nacionales,Suplentes,1,Sposito,Ayelen,F
Río Negro,Frente De Todos,2021,Diputados Nacionales,Suplentes,2,Torres,Anselmo,M
Río Negro,Juntos Por El Cambio,2021,Diputados Nacionales,Titulares,1,Tortoriello,Anibal Antonio,M
Río Negro,Juntos Por El Cambio,2021,Diputados Nacionales,Titulares,2,Fenouil,Adriana,F
Río Negro,Juntos Por El Cambio,2021,Diputados Nacionales,Suplentes,1,Martinez,Miguel Angel,M
Río Negro,Juntos Por El Cambio,2021,Diputados Nacionales,Suplentes,2,Maizon,Miriam Patricia,F
Río Negro,Juntos Somos Rio Negro,2021,Diputados Nacionales,Titulares,1,Domingo,Agustin,M
Río Negro,Juntos Somos Rio Negro,2021,Diputados Nacionales,Titulares,2,Ibero,Maria De Las Mercedes,F
Río Negro,Juntos Somos Rio Negro,2021,Diputados Nacionales,Suplentes,1,Pica,Lucas Romeo,M
Río Negro,Juntos Somos Rio Negro,2021,Diputados Nacionales,Suplentes,2,Avila,Marcela Alejandra,F
Río Negro,Movimiento Al Socialismo,2021,Diputados Nacionales,Titulares,1,Correa,Elena Beatriz,F
Río Negro,Movimiento Al Socialismo,2021,Diputados Nacionales,Titulares,2,Añazco Nieto,Aquiles,M
Río Negro,Movimiento Al Socialismo,2021,Diputados Nacionales,Suplentes,1,Sanchez,Laura Onella,F
Río Negro,Movimiento Al Socialismo,2021,Diputados Nacionales,Suplentes,2,Chaves,Ricardo Omar,M
Río Negro,Partido Socialista,2021,Diputados Nacionales,Titulares,1,Etchepareborda,Paolo Adrian,M
Río Negro,Partido Socialista,2021,Diputados Nacionales,Titulares,2,Mancardo,Andrea Alejandra,F
Río Negro,Partido Socialista,2021,Diputados Nacionales,Suplentes,1,Nahuelpan,Fernando Luis,M
Río Negro,Partido Socialista,2021,Diputados Nacionales,Suplentes,2,Abuin,Analia,F
Río Negro,Frente De Izquierda Y De Trabajadores - Unidad,2019,Senadores Nacionales,Suplentes,1,Tosoni,Dario Jose,M
Río Negro,Frente De Izquierda Y De Trabajadores - Unidad,2019,Senadores Nacionales,Suplentes,2,Dergo,Maria Victoria,F
Río Negro,Frente De Izquierda Y De Trabajadores - Unidad,2019,Senadores Nacionales,Titulares,1,Musa,Gabriel Adrian,M
Río Negro,Frente De Izquierda Y De Trabajadores - Unidad,2019,Senadores Nacionales,Titulares,2,Gonzalez,Maria Cristina,F
Río Negro,Frente De Todos,2019,Senadores Nacionales,Suplentes,1,Casas,Gustavo Federico,M
Río Negro,Frente De Todos,2019,Senadores Nacionales,Suplentes,2,Horne,Silvia Renee,F
Río Negro,Frente De Todos,2019,Senadores Nacionales,Titulares,1,Doñate,Claudio Martin,M
Río Negro,Frente De Todos,2019,Senadores Nacionales,Titulares,2,Garcia Larraburu,Silvina Marcela,F
Río Negro,Juntos Somos Rio Negro,2019,Senadores Nacionales,Suplentes,1,Lescano,Leandro Martin,M
Río Negro,Juntos Somos Rio Negro,2019,Senadores Nacionales,Suplentes,2,Ibero,Maria De Las Mercedes,F
Río Negro,Juntos Somos Rio Negro,2019,Senadores Nacionales,Titulares,1,Weretilneck,Alberto Edgardo,M
Río Negro,Juntos Somos Rio Negro,2019,Senadores Nacionales,Titulares,2,Silva,Monica Esther,F
Salta,Felicidad,2021,Diputados Nacionales,Titulares,1,Da Souza Correa Hunt Lubel,Tane Gabriel,M
Salta,Felicidad,2021,Diputados Nacionales,Titulares,2,Thomas,Maria Laura,F
